UNIXTimestamp,Location,LocationKoppenGeigerClassification,AirTemperatureCelsius,AirPressure_hPa,WindSpeed_kmh,WindDirection_deg,Humidity_percent,CloudCoverage_percent,Precipitation_mm
1673560800,Airstrip One,Af,32.98341138813342,1014.0078879272492,8.911064693229045,286.78048372281444,101.55088581202833,94.652657436085,1.9087906401686217
1673647200,Airstrip One,Af,30.15417609662265,1006.0526543311094,7.495885826987207,264.3246601932447,98.61029736444583,85.83089209333747,0.8937788879861046
1673733600,Airstrip One,Af,26.01319561209496,1027.6729254088877,7.105873170390515,213.15012748426577,100.71214168603727,92.1364250581118,0.93223103646769
1673820000,Airstrip One,Af,27.5491167901392,1024.7097377687874,19.295583933470475,40.82287293910669,102.50796938490473,97.52390815471415,8.153054060621265
1673906400,Airstrip One,Af,26.228806201465535,1007.2172645309149,18.50356790592486,325.39810908213497,91.80913531973201,65.42740595919602,2.6702707559841947
1673992800,Airstrip One,Af,27.323990542347474,1009.6278135013405,22.67618509860456,129.8381533966783,92.08936090968766,66.26808272906298,3.972200026674395
1674079200,Airstrip One,Af,25.53966960273055,1007.8352685643388,19.081886317834723,98.18908843845522,93.79387643933403,71.3816293180021,3.7246706219919954
1674165600,Airstrip One,Af,27.468489532294367,1004.6931517682688,18.917367160686048,292.36999671998575,99.1412195823827,87.42365874714811,1.165074074125902
1674252000,Airstrip One,Af,30.100401955844962,1003.0837981304727,22.991577767130483,291.55062162187545,101.18496268069067,93.55488804207204,2.5139275429692973
1674338400,Airstrip One,Af,29.81423252890497,1000.5241649326256,7.055667346623126,308.7264117470019,95.29135425626797,75.87406276880388,3.8201501972273193
1674424800,Airstrip One,Af,32.37853719782596,1022.6594488769664,10.175898073771377,62.99436559302747,88.86515958334726,56.59547875004177,1.0791953619233166
1674511200,Airstrip One,Af,27.33782968012366,1000.8760487400227,7.722218557313598,221.76372978257726,96.21753490006206,78.65260470018619,1.1829888082922304
1674597600,Airstrip One,Af,27.70684241820225,1001.1142151121807,10.283338736524836,123.07841351364635,91.8599964293253,65.57998928797592,5.406406611077832
1674684000,Airstrip One,Af,33.934633432521224,1014.6234760028333,23.968078145761616,247.84771774069668,91.8882048020209,65.6646144060627,4.072500907749201
1674770400,Airstrip One,Af,27.970104306236635,1000.2809270006135,12.295854350292434,279.0539889353275,99.14500178758857,87.4350053627657,0.6053350163545433
1674856800,Airstrip One,Af,30.667895008851495,1005.4831542194609,14.70512882918231,31.870718983519716,100.2559527754349,90.76785832630472,9.047876951178724
1674943200,Airstrip One,Af,27.829297648809384,1018.8924168255372,24.27715845282995,141.85906440993176,98.58405944581776,85.75217833745327,1.3379849626292124
1675029600,Airstrip One,Af,25.4535065981851,1004.1124411894899,10.09805491766935,189.9341887551039,88.44900256969945,55.34700770909833,3.760826153902326
1675116000,Airstrip One,Af,30.463367393843956,999.4427729467828,10.72736129107031,179.77842098157618,92.56094981857504,67.6828494557251,0.5144357493404346
1675202400,Airstrip One,Af,32.529957059667474,1005.0585519788611,15.148577686287325,151.8652222926477,94.38228785666468,73.14686356999404,5.401234942804896
1675288800,Airstrip One,Af,27.146225996619883,1017.0915386351564,19.031338575075786,84.17456931923483,99.23928203011877,87.71784609035632,3.651329778876485
1675375200,Airstrip One,Af,30.239274611430048,999.1320998054846,14.580108268868743,161.4552501144129,96.66716750774451,80.00150252323354,6.288622902265711
1675461600,Airstrip One,Af,27.254215007575382,1025.3320284361314,23.00188242580016,60.99380642235355,93.48547423787136,70.45642271361407,3.8511583871663393
1675548000,Airstrip One,Af,28.212425550580836,1012.2959704487645,9.877222499551102,343.6181956752484,89.56080835290614,58.682425058718394,5.116873161770227
1675634400,Airstrip One,Af,29.08151765878284,1011.6776239627669,5.292492689183879,25.112231045930315,94.08545748572699,72.25637245718096,3.9700397279186608
1675720800,Airstrip One,Af,33.59164191031361,1001.219005588348,14.778028004169615,221.6171093651528,92.8088806001897,68.42664180056909,0.9015561236143586
1675807200,Airstrip One,Af,33.40526473170089,1027.8189481324684,12.864532932731551,49.64082666243329,100.13123258146686,90.39369774440058,2.8787704152773883
1675893600,Airstrip One,Af,34.89581794175837,1018.4784374170466,7.1295714515821,222.14708473699943,87.40101798116318,52.20305394348953,1.001856281262771
1675980000,Airstrip One,Af,33.82722804322623,1027.407949386328,15.077119503952705,177.83190706083923,91.25846021504924,63.775380645147735,1.5688106607551195
1676066400,Airstrip One,Af,30.113967352243716,1000.1956154399656,9.435268476788481,326.7715653917701,94.25933566969876,72.77800700909626,2.9605960411041763
1676152800,Airstrip One,Af,35.95088690329175,1014.4223756728676,22.233384431893917,246.01512321999053,87.35886182604064,52.07658547812192,2.5767169393670604
1676239200,Airstrip One,Af,36.04233573575001,1021.4006872179464,17.502296305002503,320.68829531614773,94.72459400173452,74.17378200520353,4.420351425625272
1676325600,Airstrip One,Af,26.90945507470382,1007.9555876747299,13.523216671332952,261.6757682247707,94.33183848612167,72.99551545836499,5.631767305256765
1676412000,Airstrip One,Af,33.47744382169091,1028.1593634167864,7.860413287546186,24.474318907782123,89.6105145612799,58.831543683839676,1.232495599395107
1676498400,Airstrip One,Af,28.479076128028506,1003.330979538786,5.617836053526961,27.22327179156678,100.04353697294744,90.13061091884232,3.7786512971584267
1676584800,Airstrip One,Af,29.817291070364654,1001.0195992004287,9.042445342235146,359.97201209479505,93.52650224649511,70.57950673948534,3.55703254958752
1676671200,Airstrip One,Af,28.476332353767415,1009.575319545122,18.282061773763,171.2896781621927,96.9708426732838,80.91252801985138,1.2700455332904061
1676757600,Airstrip One,Af,31.23098103051243,1028.174997526243,19.086223628492746,191.6803971776073,91.37752821862395,64.13258465587184,6.042265091342866
1676844000,Airstrip One,Af,31.030853617518705,1017.1893122574933,24.517630040471275,17.11320861104404,98.03067100974253,84.09201302922762,5.170613330463137
1676930400,Airstrip One,Af,34.02866602204035,1005.7894940660603,22.11225549173912,43.50752805342032,101.95870035647084,95.87610106941253,2.0430801933481857
1677016800,Airstrip One,Af,28.34244709500961,999.1848078231677,22.636014630896938,174.10925464719566,94.51967485251936,73.55902455755809,6.09099994891222
1677103200,Airstrip One,Af,34.407119424696425,1003.29239877973,10.509829342860025,290.7727653793195,87.92665999764421,53.77997999293263,2.087922648012943
1677189600,Airstrip One,Af,36.61637750348423,1008.455816716891,14.695843377083781,171.25634373809137,90.04308243015404,60.12924729046213,2.85303535092723
1677276000,Airstrip One,Af,35.67373466440017,1002.2447673884678,16.5486052388714,133.27927961599724,95.20259927046115,75.60779781138346,1.6140118574657059
1677362400,Airstrip One,Af,34.23684074825756,1003.2648123688954,14.502487226693532,304.881567003552,93.22600729589207,69.67802188767622,5.20606778941643
1677448800,Airstrip One,Af,28.138547674428928,1022.4818929202723,20.1281270400683,250.51730795754636,91.60857986807895,64.82573960423683,4.552073624205129
1677535200,Airstrip One,Af,27.620878207586998,1011.2962078926234,10.381441822034585,211.58776594668478,100.47879406765283,91.43638220295847,7.262942734580208
1677621600,Airstrip One,Af,35.02593133244187,1026.8737737571278,21.687287960888334,280.96117578213546,100.74893467269868,92.24680401809606,3.388021391906926
1677708000,Airstrip One,Af,36.04248862782632,1002.8397671095704,7.051635023082483,6.398128476956062,91.46245377791021,64.38736133373062,1.949821018263224
1677794400,Airstrip One,Af,28.301974890515297,1020.4444655966109,10.933647253573607,192.89188771368146,87.51360524400361,52.54081573201085,3.470821631323411
1677880800,Airstrip One,Af,29.640320206661357,1023.4652119036283,15.212644861953244,253.06432001046085,90.26858844698054,60.805765340941626,1.4077712592077911
1677967200,Airstrip One,Af,29.834369459600637,1008.7758693823531,24.79171267333001,106.24794550177252,89.61117980441304,58.83353941323911,4.250199932953644
1678053600,Airstrip One,Af,37.446875409208154,1026.9237340538787,12.517793030725151,13.48675167773008,96.94477594364076,80.83432783092228,3.360421225482925
1678140000,Airstrip One,Af,36.20256268692536,1005.0174337441201,10.02130432483651,25.320256859725816,101.1851253208764,93.5553759626292,4.626694966902842
1678226400,Airstrip One,Af,28.07829207271645,1006.4473903934804,21.535033050808075,219.5902602918907,89.77598653858306,59.32795961574918,0.024392900327843442
1678312800,Airstrip One,Af,36.672812757912,1008.3595311384443,13.658375571981791,144.15749298555752,100.02109215677092,90.06327647031276,4.432478950882291
1678399200,Airstrip One,Af,29.438677769121156,1016.3810933422324,5.225578859369378,219.46020395645405,93.90247763980402,71.70743291941204,6.816271752713766
1678485600,Airstrip One,Af,32.95848163915352,1008.9406068441507,15.228537443402184,260.2919169313323,93.15619594559342,69.46858783678027,5.470256172193628
1678572000,Airstrip One,Af,34.11919420687097,1004.1582624068601,20.626545915713557,315.1102621290286,101.99310600728109,95.97931802184326,5.386600430988475
1678658400,Airstrip One,Af,34.354694454289856,1008.5317434848098,22.462346628960216,9.530866582725501,87.9109382590938,53.73281477728137,0.641616026467985
1678744800,Airstrip One,Af,28.554277343474922,1004.1896413072755,12.338043522129755,47.18874879382777,93.65464053037354,70.96392159112062,0.6059458550226974
1678831200,Airstrip One,Af,34.627577603142534,1013.7708152135406,7.725896188155459,307.3851647243085,86.80043196427877,50.401295892836295,2.1424198672027246
1678917600,Airstrip One,Af,32.703191108223066,1001.5875178317979,8.31346343233317,103.88237883762733,87.20505744999957,51.61517234999871,3.6645003394975784
1679004000,Airstrip One,Af,32.64792157469704,1021.7948054502754,17.074386740614706,140.8021095447422,102.06185706769216,96.18557120307646,4.929479698656423
1679090400,Airstrip One,Af,32.0923155646345,1013.5723335442538,22.062247146735757,155.30866870739632,99.26034375074859,87.78103125224575,6.99303441289225
1679176800,Airstrip One,Af,30.28732903564171,1021.2475344762645,14.676787773567066,358.65878688736916,91.95214825993888,65.85644477981664,5.770848066782241
1679263200,Airstrip One,Af,33.66768519019441,1014.9504520661067,8.326816587432397,335.4473014272082,95.36960258775031,76.10880776325092,2.0124441316702724
1679349600,Airstrip One,Af,31.1880613845779,1022.1174682352188,17.438829314357125,47.007112300173915,97.91938686634202,83.75816059902606,7.269172598922408
1679436000,Airstrip One,Af,35.213687079803435,1011.3204755570885,21.136116057530984,16.760584205134275,103.18066808453818,99.54200425361458,5.667188471271724
1679522400,Airstrip One,Af,37.2382460569118,1016.6461582330204,6.3222177320460275,27.747415556740222,101.38051867392194,94.14155602176581,1.3255975024146534
1679608800,Airstrip One,Af,28.586945955045344,1020.623540926911,8.31416038887735,134.43120065425555,102.28302155685643,96.84906467056928,3.016037726085835
1679695200,Airstrip One,Af,36.97743755658577,1007.9059028517128,22.5912234848149,173.26306081733824,94.34034530134733,73.02103590404198,6.193190776039507
1679781600,Airstrip One,Af,35.78239858576384,1011.4873705279289,14.355095449509811,17.508864981114726,102.12870020103091,96.38610060309276,9.230180625753972
1679864400,Airstrip One,Af,33.089426818036905,1014.6144886026456,18.122625812950137,50.11198166374868,99.1709576070597,87.51287282117913,3.6856406651802196
1679950800,Airstrip One,Af,37.377737957519734,1001.588548159626,8.905480083852687,182.0314235757141,95.07079772833806,75.2123931850142,1.2726768279600615
1680037200,Airstrip One,Af,28.76941315381443,1012.7260135079102,12.665248833304215,255.00353331568547,89.04325281035715,57.12975843107143,2.7008743677007687
1680123600,Airstrip One,Af,30.596889635126924,1017.5856496156476,14.056877462256958,344.5078312157875,99.22758907450809,87.68276722352425,1.7754140936401568
1680210000,Airstrip One,Af,30.897443839760925,1018.5365708086191,19.606265756842873,111.08735844070546,92.44209571569688,67.32628714709065,3.363426043949163
1680296400,Airstrip One,Af,33.68780749239786,1013.1957357209575,15.875152233032901,108.2537560988166,97.49610510680367,82.488315320411,1.5474762457794142
1680382800,Airstrip One,Af,32.02311868290658,1016.9131328993931,9.79122060986068,310.6796427815796,91.23319400149065,63.69958200447194,3.3316477406036755
1680469200,Airstrip One,Af,30.745515611044123,1009.6853739921806,14.555399736653854,73.10252903167739,102.07495416615814,96.2248624984744,3.364918507118333
1680555600,Airstrip One,Af,31.026245195403256,1027.2969048044235,20.389158413969298,288.93784714936936,88.15092762105782,54.45278286317345,1.5869820854789918
1680642000,Airstrip One,Af,28.967117166659317,1016.1965665708399,9.508712679751326,356.6972230226599,90.37050821241914,61.111524637257396,4.678032811356995
1680728400,Airstrip One,Af,29.50978690938075,1000.0342446461797,11.431193902629325,238.1778456650154,98.71011285379656,86.13033856138966,5.646614133619618
1680814800,Airstrip One,Af,28.927347247177323,1021.9079548352329,21.542459218113493,231.60140952718206,90.9068552191174,62.72056565735223,1.807263943540182
1680901200,Airstrip One,Af,37.79795438932601,1022.5795423104471,14.382389429701373,194.7700002853718,99.81265315598792,89.43795946796376,1.399075249548965
1680987600,Airstrip One,Af,32.034529069169245,1015.0674275253465,17.889049688568377,122.10349342140358,90.2382011766795,60.71460353003849,0.4598863865243932
1681074000,Airstrip One,Af,33.56692585941076,1019.8190578369174,9.8134168645892,176.70274154465878,93.31320567764944,69.93961703294829,3.129937172246693
1681160400,Airstrip One,Af,31.83238805516966,1015.4901566039956,16.824581859332525,351.2140340190772,87.7743981472338,53.32319444170138,2.6382428356555407
1681246800,Airstrip One,Af,37.71143867113679,999.1229152114523,11.565980826999507,179.9805112730624,90.99819849216989,62.994595476509666,1.3067040994208292
1681333200,Airstrip One,Af,35.32278829532055,1015.7393642244646,9.154499937963244,29.484650241044438,95.45371062161061,76.36113186483183,1.016789006360071
1681419600,Airstrip One,Af,35.62300020211579,1009.91026462125,7.549695777032666,172.04218418280635,101.6962552195917,95.0887656587751,3.092903691350636
1681506000,Airstrip One,Af,33.07096516623055,1020.3289715434557,22.45916705570399,273.766790228002,93.38457244280141,70.15371732840424,3.4794190909166907
1681592400,Airstrip One,Af,30.264037699167652,1019.6866699096703,21.174140471716694,194.4914949465336,89.84142212977738,59.52426638933213,2.752099145251893
1681678800,Airstrip One,Af,30.46193855355702,1003.772467108717,8.295334243839116,319.4803958973825,92.49186511654432,67.47559534963295,5.742750018848122
1681765200,Airstrip One,Af,29.646550951090177,1002.504045838701,10.119087174226964,12.482590019861046,101.81766218292667,95.45298654878002,6.498468449767045
1681851600,Airstrip One,Af,29.00291722563376,1012.4703183988204,21.09218474100788,275.3220823024416,90.61461956668687,61.843858700060615,4.092933274343852
1681938000,Airstrip One,Af,29.672955214032278,1003.1715949067809,16.606725869763466,275.80139526803583,96.40913980674095,79.22741942022287,6.545343908619275
1682024400,Airstrip One,Af,36.518512572725456,1000.3387457124848,15.733533345118717,324.569761106945,92.78382837309447,68.35148511928341,4.5970566836947535
1682110800,Airstrip One,Af,32.70151511242216,1014.6951994155438,12.67366514805019,95.7464021386911,99.15548399439952,87.46645198319854,4.910128391933579
1682197200,Airstrip One,Af,28.261314835670426,1026.1435535161745,20.790537458254754,138.36345975159009,87.50031030363839,52.500930910915145,1.3444174943092118
1682283600,Airstrip One,Af,30.44595017322919,1020.3321783107358,19.223098954486556,106.70077246923275,95.30175490990584,75.90526472971752,2.4839119167009565
1682370000,Airstrip One,Af,28.737365848227313,1008.1216682967091,8.823537108807262,208.28167636203304,93.21870808789303,69.6561242636791,0.26031270965725434
1682456400,Airstrip One,Af,29.0702349126607,1000.8784396097958,12.050484765786463,155.09869581871916,88.15114764435008,54.45344293305024,0.40439773608320023
1682542800,Airstrip One,Af,32.47054483666594,1004.3941179018838,21.843021059350257,107.76404662763765,89.48140760734113,58.44422282202339,2.6197676114705
1682629200,Airstrip One,Af,28.399357554007427,1017.774968224452,21.580928265438242,200.41332233921975,94.73305865539501,74.19917596618505,2.9988517821931784
1682715600,Airstrip One,Af,30.232766491620097,1003.8990337350617,16.746868206986676,301.1896939359107,97.85654917209403,83.56964751628209,4.6060473154522485
1682802000,Airstrip One,Af,33.60961109214934,1027.4455118943913,23.273319041587236,199.86601386686056,95.66451622754752,76.99354868264257,4.7601297665831
1682888400,Airstrip One,Af,33.85197355084263,1010.5195588781148,24.255203119792412,131.69680319213163,100.22882609905403,90.6864782971621,3.1308370550358067
1682974800,Airstrip One,Af,28.336013367059433,1026.6649396455648,10.316802882957784,13.331581560367226,89.91670289763154,59.7501086928946,3.914667962425788
1683061200,Airstrip One,Af,34.04493846375152,1024.220690804963,23.582302008531506,280.2283620809404,98.03171958168036,84.09515874504109,2.9303494812174944
1683147600,Airstrip One,Af,31.71211215472462,1005.3673937957899,9.618170605844288,63.53670257282589,99.74587021020041,89.23761063060124,0.3327261796120844
1683234000,Airstrip One,Af,30.948671470238917,1002.5148016904695,9.454922926975806,81.02165964701726,99.682485167931,89.04745550379303,2.3142308000846565
1683320400,Airstrip One,Af,29.405496434904897,1008.5739747979995,18.921448977847216,74.19188893184092,103.13167461501783,99.3950238450535,7.185735979315211
1683406800,Airstrip One,Af,29.20553573927242,1024.8541472466175,6.9810127168320335,37.179024695368035,90.41663932636884,61.24991797910651,3.0241667263213436
1683493200,Airstrip One,Af,30.857920821756995,1017.2795466767334,6.855820137557402,308.26310527842804,99.64828724893978,88.94486174681933,7.677454034826628
1683579600,Airstrip One,Af,29.400901100670605,1013.4976102986,15.169812922142869,41.27458265238755,88.17346937575738,54.520408127272134,3.4798259730290777
1683666000,Airstrip One,Af,28.006297946120373,1019.428412706378,14.626822375808729,287.3439901888481,89.21693233868496,57.650797016054874,3.0266107779675173
1683752400,Airstrip One,Af,30.117756864825587,1000.455809020729,18.903751676698334,100.18325723203847,87.9198939562836,53.75968186885082,2.972142442235716
1683838800,Airstrip One,Af,30.617939292721104,1021.4281591441849,20.452852092279876,45.154983879310635,95.750936323239,77.25280896971702,3.4917047348815613
1683925200,Airstrip One,Af,27.30280533580886,999.4081350303455,9.684962003567012,56.356199456995576,93.57219834362064,70.71659503086192,1.1594584885866805
1684011600,Airstrip One,Af,35.53040103763969,1008.1197551931132,15.040939038283948,262.9203479865317,94.826039470921,74.47811841276302,1.2143093714132447
1684098000,Airstrip One,Af,27.638994694782102,1016.6995143631035,23.65107490214218,99.84344699490818,98.94999611463044,86.8499883438913,0.1960006090912424
1684184400,Airstrip One,Af,30.957274061666887,1018.3709909037493,24.742063943284716,20.482149047844235,100.38907410521107,91.16722231563321,7.085108302933952
1684270800,Airstrip One,Af,34.08037501618321,1021.016027415008,6.2741807632624935,336.5646300091142,94.20799887636038,72.62399662908115,2.6629390440002627
1684357200,Airstrip One,Af,32.73939525226068,1026.272288119375,13.551497547810179,309.05378275848943,96.60359117326884,79.81077351980653,0.2294133220483648
1684443600,Airstrip One,Af,31.78883697711965,1005.3620574604307,16.576146062968675,273.38688524905274,92.61840354308539,67.85521062925618,1.474019471762563
1684530000,Airstrip One,Af,29.645985863507967,1003.8254785472899,17.642329793483174,143.08119248002123,97.60765436963324,82.8229631088997,2.5046116762968507
1684616400,Airstrip One,Af,29.933168200800292,1014.2845654496739,6.7866499109902545,77.23514855182914,98.5043682363463,85.51310470903888,4.8303284003238245
1684702800,Airstrip One,Af,30.642968192462504,1017.7144510397048,13.019129496372448,37.48599227475473,102.89574306870881,98.68722920612643,6.834390269048665
1684789200,Airstrip One,Af,31.16466835703843,1019.9533766994982,15.419712993038283,351.12342672149623,90.78297067987458,62.34891203962373,4.521027085849008
1684875600,Airstrip One,Af,28.35527917248507,1001.1727340300986,9.932266442478696,274.81514506222874,91.3412845691643,64.02385370749292,5.89426716326653
1684962000,Airstrip One,Af,29.727647370881215,1020.0542375022072,8.164695635704955,255.36496320883757,95.87633643286922,77.62900929860768,1.8433413932216058
1685048400,Airstrip One,Af,31.65639581819004,1002.0712399955356,19.899340938472445,19.882002272810734,97.9040000642292,83.71200019268758,5.059751176033922
1685134800,Airstrip One,Af,27.57598305397722,1016.1444091271466,24.73876164978735,284.4995950896121,102.69077995707809,98.0723398712343,2.0891817598452973
1685221200,Airstrip One,Af,29.056207017321526,1026.9557957419504,10.016872250711263,209.24688084599296,87.39102873466386,52.17308620399159,0.13402657779345992
1685307600,Airstrip One,Af,30.826656268161365,1008.4655927810425,14.543320870014815,257.53512072716586,95.84202602946415,77.52607808839247,6.152058996969824
1685394000,Airstrip One,Af,32.86821921469991,1006.358113995474,23.873267913658992,89.91950448172798,89.08986554302187,57.26959662906562,4.380808408466436
1685480400,Airstrip One,Af,34.65192719231912,1021.2947954637742,14.074143001560092,344.84554938244867,91.73194749179454,65.19584247538361,5.865053297965144
1685566800,Airstrip One,Af,33.81272240456105,1026.7543769256824,12.94089726769661,260.0086272239421,89.10394436090343,57.31183308271029,2.4336918649610957
1685653200,Airstrip One,Af,34.964780588015415,1000.079731064864,21.36766595865659,339.34341101273645,94.07735349486128,72.23206048458384,0.28376161812223444
1685739600,Airstrip One,Af,30.937453557848997,1023.7341584137637,14.485704903839116,109.4871846073409,101.37793477100841,94.13380431302522,7.237932181712231
1685826000,Airstrip One,Af,29.232108085879922,1009.7087670262584,10.880527232862088,136.06612696186477,94.41458105318645,73.24374315955936,5.110203164548057
1685912400,Airstrip One,Af,34.600681378696436,1015.1693109087068,14.262723385706586,217.77983890292202,95.12251567881162,75.36754703643489,1.475013386944144
1685998800,Airstrip One,Af,34.62682690175541,1012.4603073432253,15.496530824027207,178.54443217073626,97.46970920694663,82.40912762083988,7.506155743563683
1686085200,Airstrip One,Af,27.669874885209627,1010.2605643546123,6.915637984674177,166.38872327833522,90.08568103960222,60.25704311880665,4.187499222600956
1686171600,Airstrip One,Af,34.24084667364524,1015.9747913182287,7.9108311595940295,49.55159315910707,92.2988151158091,66.89644534742732,4.306574742402417
1686258000,Airstrip One,Af,25.992517967262838,1022.6942733220883,6.931711896592758,87.68988951451486,101.79408810801115,95.38226432403346,6.753641948974158
1686344400,Airstrip One,Af,34.684223181074444,1015.5910360743333,21.605741709258368,344.0375576246895,98.52799681282035,85.58399043846104,3.528629171965798
1686430800,Airstrip One,Af,28.321248001545946,1024.379735808401,15.02386296507998,164.5289966831805,97.09228599869034,81.27685799607102,0.9307775280570354
1686517200,Airstrip One,Af,26.60247806871741,1002.8875023792536,15.51939576628384,13.14216777233359,102.30078494713808,96.90235484141427,0.8979111455950997
1686603600,Airstrip One,Af,33.48832306344923,1006.7976554705211,12.991157510075094,103.04502678213056,102.35103615284555,97.05310845853663,3.1148773339750297
1686690000,Airstrip One,Af,28.506656845681047,1007.8441669318689,13.848500994537002,68.08556334490432,87.57055221033052,52.71165663099156,2.07165864218285
1686776400,Airstrip One,Af,29.01495721599612,1011.3501147909341,21.389970186872844,308.28682569156774,103.29507791982456,99.88523375947366,3.8822758232367005
1686862800,Airstrip One,Af,25.893260014823333,1020.7468237612776,16.461135185840522,230.2621747868946,93.63322396830563,70.89967190491689,6.830366282184134
1686949200,Airstrip One,Af,32.77089013339834,1012.6195151699893,24.735665122455835,85.67961602347773,102.98542641382691,98.95627924148074,0.4025722196771424
1687035600,Airstrip One,Af,24.321039756896543,1004.8528169692959,20.6857869066361,62.32712985471003,98.22534755988669,84.67604267966007,6.459554845729929
1687122000,Airstrip One,Af,28.99272953091577,1002.5696407097633,17.324677483395043,247.89411103083856,92.92728106746614,68.78184320239842,4.1960405477712515
1687208400,Airstrip One,Af,30.235939749489937,1027.5398164628764,18.089042018947957,18.506594445581094,100.06910744963345,90.20732234890036,1.4029038797472524
1687294800,Airstrip One,Af,32.749410601309165,1011.3730876984896,14.206414487388077,235.12110837220024,97.68616211737836,83.05848635213506,4.499203851723413
1687381200,Airstrip One,Af,32.77717596025479,1003.8976629849903,11.03805843369379,343.47832760288054,94.30749655619888,72.92248966859667,5.38891974885657
1687467600,Airstrip One,Af,32.44391806650626,1023.1044527674096,20.019208496216226,328.1736295597738,94.54634387584828,73.63903162754484,1.235298648043737
1687554000,Airstrip One,Af,24.93865690283033,1026.3288970975743,9.375922625770317,90.0263514563625,99.63138238963879,88.89414716891635,0.8477100446199441
1687640400,Airstrip One,Af,27.976400762677894,1006.5005482293535,16.78667007391818,89.73341780065465,99.34520032611961,88.03560097835881,4.7519384918047685
1687726800,Airstrip One,Af,29.99135131902055,1028.380369737296,5.908736886898705,313.0355720658718,88.8521126684887,56.55633800546609,3.3950286353021917
1687813200,Airstrip One,Af,25.733912019894564,1022.304711520631,18.41178060853484,27.704621896805573,102.82647992145837,98.47943976437512,1.1609820959095212
1687899600,Airstrip One,Af,24.71968792408187,1025.0471959620784,18.06780375148368,281.4046357583918,94.06802370717512,72.20407112152535,5.376399034585129
1687986000,Airstrip One,Af,28.58018931540238,1028.0240695966625,11.367353828583278,246.4639167393399,94.63161554080808,73.89484662242424,4.075081339337408
1688072400,Airstrip One,Af,23.392300248352115,1014.6906975674074,7.682925582630748,328.26682374837407,102.63891792903874,97.91675378711625,2.1574782426900425
1688158800,Airstrip One,Af,31.209524488694512,1002.2075530427859,15.55426588549458,123.22656311383928,88.76967217710786,56.30901653132358,3.1351325729692614
1688245200,Airstrip One,Af,29.614790689685165,1009.0468432181691,14.005266575890206,67.826726616931,101.42721953390277,94.2816586017083,7.824121438206155
1688331600,Airstrip One,Af,31.419745629302785,1018.6230430291997,16.100944273117666,304.5610054897487,91.34950083873721,64.04850251621163,2.8291318565036407
1688418000,Airstrip One,Af,25.11893814679881,1012.8690220601993,22.386494756617616,341.55824167525685,93.46129340466783,70.38388021400347,4.07122450054591
1688504400,Airstrip One,Af,31.332400418567047,1013.4093365083708,9.91989280280309,249.20494542649973,92.94981968234069,68.84945904702205,1.1226991286075112
1688590800,Airstrip One,Af,32.329249196565385,1026.5729712058542,6.246531510393323,6.371183508284579,88.07165583339764,54.21496750019294,1.2734871374497387
1688677200,Airstrip One,Af,23.42875013991463,1010.1136509319724,7.665223442315683,283.93597753484096,102.36427793099145,97.09283379297432,2.5988993943042176
1688763600,Airstrip One,Af,27.34947464280558,1009.7660293296598,5.9808447582237285,276.79126079141463,87.43291430377502,52.29874291132505,2.006139526378083
1688850000,Airstrip One,Af,30.690012519074347,1008.5240505433985,17.37281875341091,305.56335932082897,91.36548819250181,64.09646457750543,3.1557393915207395
